id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
1507941,Guesthouse in Austin · ★4.97 · 1 bedroom · 3 beds · 1 bath,8054740,Christopher,78722,30.28602,-97.71552,Entire home/apt,185,2,132,2020-09-20,0
1542596,Home in Austin · 1 bedroom · 1 bed · 1 bath,8221829,Dan,78704,30.25518,-97.76426,Private room,500,1,0,,0
1542779,Home in Austin · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,7567467,Chalu,78752,30.32674,-97.68213,Private room,49,1,304,2023-08-19,9
1561778,Home in Austin · ★5.0 · 3 bedrooms · 4 beds · 2 baths,7281978,Joan,78759,30.37038,-97.7458,Entire home/apt,250,30,3,2015-08-16,263
1570491,Loft in Austin · ★4.47 · 2 bedrooms · 2 beds · 1 bath,4929310,Ryan,78701,30.26491,-97.74074,Entire home/apt,259,1,242,2023-07-31,305
1574481,Home in Austin · ★4.95 · 2 bedrooms · 2 beds · 2 baths,8368983,Albert & Meg,78702,30.25561,-97.73486,Entire home/apt,270,3,45,2023-03-16,325
1576290,Home in Austin · 1 bedroom · 1 bed · 1 bath,8223285,Ronald,78748,30.18933,-97.82398,Private room,115,1,0,,0
1577342,Guesthouse in Austin · ★4.90 · Studio · 1 bed · 1 bath,8384474,Erin,78702,30.28019,-97.71366,Entire home/apt,67,2,310,2023-09-04,1
1578787,Home in Austin · 2 bedrooms · 2 beds · 1 bath,8395205,Andrew,78702,30.27519,-97.72981,Entire home/apt,425,1,1,2014-03-12,365
1579405,Home in Austin · ★4.85 · 3 bedrooms · 7 beds · 2.5 baths,499072196,Lisa,78702,30.2711904316722,-97.7086625148923,Entire home/apt,154,3,234,2023-07-08,312
1586879,Rental unit in Austin · Studio · 1 bed · 1 bath,6591320,Mary-Margaret,78704,30.23853,-97.78621,Entire home/apt,175,1,0,,0
1592065,Guest suite in Austin · ★4.82 · 1 bedroom · 1 bed · 1 bath,8289500,Desirae,78704,30.24713,-97.76286,Entire home/apt,389,3,73,2023-09-04,75
1593451,Guesthouse in Austin · ★4.92 · 1 bedroom · 1 bed · 1 bath,8495321,Rebecca,78704,30.24884,-97.77593,Entire home/apt,98,3,271,2023-09-04,142
1594441,Condo in Austin · ★4.79 · 2 bedrooms · 3 beds · 1 bath,5138696,Jodi,78705,30.28761,-97.72626,Entire home/apt,155,30,30,2023-05-28,269
1599035,Home in Austin · ★4.88 · 4 bedrooms · 9 beds · 2 baths,172182,Brian & Leah,78704,30.23835,-97.75557,Entire home/apt,423,2,270,2023-08-18,93
1608290,Home in Austin · 3 bedrooms · 4 beds · 2 baths,5453757,Fran,78704,30.25177,-97.76923,Entire home/apt,1100,3,0,,0
1608994,Guesthouse in Austin · ★4.93 · 2 bedrooms · 2 beds · 1 bath,578211,Pete,78751,30.30285,-97.7278,Entire home/apt,137,20,90,2023-07-31,271
1612438,Home in Austin · ★4.92 · 2 bedrooms · 3 beds · 1 bath,8584307,Nellie,78704,30.25246,-97.74848,Entire home/apt,152,2,86,2023-08-20,249
1615143,Home in Austin · ★New · 1 bedroom · 1 bed · 1 private bath,8597490,Sharon,78735,30.2532583102492,-97.8770187509123,Private room,35,30,0,,249
1618754,Bed and breakfast in Austin · ★4.75 · 1 bedroom · 1 bed · 1 bath,8612372,Martha,78731,30.36539,-97.75179,Private room,100,1,8,2018-10-28,0
1627417,Guesthouse in Austin · ★4.92 · 2 bedrooms · 2 beds · 1 bath,1514891,Nell,78738,30.30779,-97.98466,Entire home/apt,135,2,139,2023-09-03,304
1640231,Guest suite in Austin · ★4.87 · 1 bedroom · 1 bed · 1 bath,8708918,Jamie And Aja,78702,30.25463,-97.7151,Entire home/apt,98,3,254,2023-08-13,57
1641751,Guesthouse in Austin · ★4.92 · 2 bedrooms · 3 beds · 1 bath,8716539,Eric & Erin,78704,30.2432,-97.76651,Entire home/apt,134,2,418,2023-09-04,258
1654316,Bungalow in Austin · ★4.85 · 2 bedrooms · 2 beds · 1 bath,8771676,Julia (And Johnny),78702,30.26868,-97.72182,Entire home/apt,350,30,27,2022-03-16,218
1664692,Guesthouse in Austin · ★4.96 · 1 bedroom · 1 bed · 1 private bath,8816698,Michelle,78703,30.29035,-97.75672,Private room,122,1,179,2023-08-07,328
1673142,Home in West Lake Hills · ★4.98 · 5 bedrooms · 6 beds · 4 baths,6253447,Karen,78746,30.2774,-97.79235,Entire home/apt,1008,3,48,2023-03-14,86
1677516,Home in Austin · ★4.88 · 1 bedroom · 1 bed · 1 bath,8874960,Tatiana,78734,30.37567,-97.91709,Private room,48,1,16,2017-05-24,0
1681072,Home in Austin · ★4.95 · 4 bedrooms · 5 beds · 3 baths,7982442,Chris And Vanessa,78704,30.2583729123466,-97.7766210132179,Entire home/apt,626,2,205,2023-09-10,194
1683574,Bungalow in Austin · ★4.94 · 2 bedrooms · 2 beds · 1 bath,578211,Pete,78751,30.30085,-97.72903,Entire home/apt,120,20,83,2023-07-24,335
1692542,Rental unit in Austin · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,1726978,Benjamin,78704,30.23896,-97.75019,Entire home/apt,140,29,6,2020-08-23,0
1698089,Condo in Austin · ★4.90 · 2 bedrooms · 1 bed · 1 bath,8967238,Heidi,78701,30.27094,-97.74783,Entire home/apt,127,30,50,2023-05-12,331
1699415,Rental unit in Austin · ★4.94 · 1 bedroom · 1 bed · 1 bath,8973365,Inger,78704,30.25945,-97.77363,Entire home/apt,150,2,90,2023-07-31,279
1703216,Guesthouse in Austin · ★4.98 · 1 bedroom · 1 bed · 1 bath,1232812,Brian And Meredith,78704,30.2551,-97.76869,Entire home/apt,225,3,132,2023-03-12,331
1704436,Bungalow in Austin · ★4.95 · 2 bedrooms · 2 beds · 1 bath,8428581,Brunson,78704,30.24736,-97.7448,Entire home/apt,216,2,252,2023-07-22,211
1704832,Home in Austin · ★4.73 · 2 bedrooms · 2 beds · 1 bath,175669,Rachel,78704,30.24413,-97.77768,Entire home/apt,150,30,15,2019-04-14,363
1706466,Condo in Austin · ★4.92 · 1 bedroom · 1 bed · 1 private bath,9005567,Lori,78704,30.23822,-97.74897,Private room,78,3,27,2023-09-04,85
1712329,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,9031314,Dylan,78749,30.23127,-97.82364,Entire home/apt,300,1,0,,0
1717090,Townhouse in Austin · ★4.33 · 2 bedrooms · 2 beds · 2 baths,9053200,Linda,78703,30.27637,-97.75388,Entire home/apt,232,30,41,2023-03-14,358
1720604,Home in Austin · ★4.95 · 4 bedrooms · 4 beds · 2.5 baths,9035884,Elissa,78746,30.2684,-97.80208,Entire home/apt,528,2,44,2023-07-08,0
1725159,Guesthouse in Austin · 2 bedrooms · 2 beds · 1 bath,9093395,Cody,78704,30.24124,-97.77896,Entire home/apt,110,90,0,,362
1725964,Home in Austin · ★4.91 · 3 bedrooms · 3 beds · 2 baths,4435121,Forrest,78702,30.25275,-97.72538,Entire home/apt,291,7,35,2016-02-16,0
1727257,Bungalow in Austin · ★4.95 · 1 bedroom · 1 bed · 1 private bath,4912454,Ishrat,78702,30.26545,-97.71687,Private room,96,2,79,2023-06-24,339
1728927,Home in Austin · ★4.84 · 2 bedrooms · 3 beds · 2.5 baths,8142606,Martha Elena,78702,30.26674,-97.71776,Entire home/apt,250,3,27,2023-05-08,348
1731755,Home in Austin · ★4.90 · 2 bedrooms · 1 bed · 1 bath,9123693,Joy,78745,30.22092,-97.78239,Private room,106,3,10,2015-10-30,0
1733137,Guesthouse in Austin · ★4.97 · 1 bedroom · 2 beds · 1 bath,9131066,Laura,78704,30.25826,-97.76439,Entire home/apt,130,2,218,2023-08-19,67
1736648,Rental unit in Austin · ★4.55 · 3 bedrooms · 3 beds · 2 baths,4929310,Ryan,78701,30.26582,-97.74074,Entire home/apt,399,1,231,2023-08-21,332
1737139,Guest suite in Austin · ★4.92 · 1 bedroom · 2 beds · 1 bath,1628864,Michael & Luz,78704,30.25822,-97.7748,Entire home/apt,105,2,256,2023-07-15,192
1737270,Guest suite in Austin · ★4.67 · 1 bedroom · 1 bed · 1 bath,8219026,Benjamin,78722,30.28751,-97.70724,Entire home/apt,51,7,238,2022-03-21,75
1746957,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,9194023,Natalie,78759,30.40348,-97.74316,Entire home/apt,400,1,0,,0
1751718,Home in Austin · ★4.83 · 2 bedrooms · 3 beds · 1 bath,2157243,Sean,78704,30.25279,-97.77527,Entire home/apt,183,2,98,2023-07-22,216
1755240,Loft in Austin · ★4.70 · 4 bedrooms · 5 beds · 3 baths,4929310,Ryan,78701,30.26439,-97.74026,Entire home/apt,596,1,199,2023-08-27,314
1781521,Home in Austin · 1 bedroom · 1 bed · 1 bath,9351276,Chelsey,78704,30.23881,-97.77685,Private room,100,1,2,2014-01-21,0
1793471,Home in Austin · ★4.95 · 3 bedrooms · 3 beds · 2 baths,7637276,Steven,78704,30.25258,-97.76014,Entire home/apt,601,2,115,2023-08-17,166
1795965,Home in Austin · ★4.90 · 2 bedrooms · 2 beds · 1 bath,9419950,Wade,78702,30.27679,-97.71519,Entire home/apt,139,2,162,2023-09-07,312
1802053,Home in Austin · ★4.79 · 4 bedrooms · 7 beds · 2 baths,8634478,Jennifer,78702,30.26015,-97.73241,Entire home/apt,264,2,24,2018-08-06,0
1803353,Home in Austin · ★4.89 · 3 bedrooms · 3 beds · 2 baths,9454445,Jordana,78701,30.2756404876709,-97.7483596801758,Entire home/apt,356,1,28,2023-08-20,310
1805494,Rental unit in Austin · ★4.87 · Studio · 2 beds · 1 bath,9463145,Joi,78704,30.2577,-97.7675,Entire home/apt,150,2,62,2023-08-27,121
1814899,Rental unit in Austin · ★4.83 · 2 bedrooms · 3 beds · 1.5 baths,9506147,Justin,78703,30.27679,-97.75108,Entire home/apt,650,3,7,2016-03-15,0
1822588,Home in Austin · ★4.78 · 3 bedrooms · 3 beds · 1 bath,1827958,Bryce And Rachael,78702,30.25995,-97.72878,Entire home/apt,198,1,372,2023-08-27,95
1825193,Home in Austin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,1714345,Ginger,78745,30.20794,-97.79201,Private room,80,2,39,2023-09-04,354
1826078,Home in Austin · 1 bedroom · 1 bed · 1 bath,9555506,Paige,78704,30.2458,-97.76507,Private room,305,1,0,,0
1827913,Home in Austin · 3 bedrooms · 2 beds · 2 baths,8650410,Bill,78745,30.21065,-97.80815,Entire home/apt,450,1,0,,0
1830545,Home in Austin · ★4.83 · 2 bedrooms · 2 beds · 1 bath,487072,Greg & Amanda,78757,30.3603,-97.72571,Entire home/apt,172,45,54,2023-08-21,319
1831035,Home in Austin · ★4.89 · 3 bedrooms · 5 beds · 2 baths,9576720,Tracen,78703,30.27763,-97.75986,Entire home/apt,441,2,72,2023-03-19,4
1836617,Home in Austin · ★5.0 · 8 bedrooms · 12 beds · 4.5 baths,9601914,Natalie,78736,30.23749,-97.88265,Entire home/apt,1403,2,39,2022-05-22,334
1843753,Home in Austin · ★4.78 · 3 bedrooms · 2 beds · 1 bath,5502116,Trey,78704,30.22623,-97.76546,Entire home/apt,289,3,9,2017-10-16,0
1850914,Home in Austin · ★4.91 · 1 bedroom · 1 bed · 1 private bath,9666649,Robert And Inge,78704,30.24679,-97.7886,Private room,125,2,11,2022-05-08,336
1854638,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,9075763,Miles,78703,30.28793,-97.77076,Entire home/apt,350,1,0,,0
1854758,Home in Austin · ★4.80 · 4 bedrooms · 3 beds · 1 bath,3752014,Kirsten,78735,30.23764,-97.80746,Entire home/apt,236,2,5,2018-10-10,0
1860352,Bungalow in Austin · ★4.95 · 2 bedrooms · 2 beds · 1 bath,9704934,Shawna,78703,30.29287,-97.76315,Entire home/apt,171,4,130,2023-08-25,301
1865762,Home in Austin · 1 bedroom · 1 bed · 1 bath,9728400,Justin,78732,30.34736,-97.91259,Private room,155,1,0,,0
1875121,Guesthouse in Austin · ★4.94 · 1 bedroom · 2 beds · 1 bath,3715137,Melissa,78702,30.2678,-97.73078,Entire home/apt,125,2,455,2023-09-04,94
1880094,Guesthouse in Austin · ★4.94 · Studio · 2 beds · 1 bath,61292,Jeany,78702,30.2518,-97.72129,Entire home/apt,91,1,830,2023-08-21,85
1887570,Loft in Austin · 2 bedrooms · 3 beds · 2 baths,9797006,Russell,78703,30.26975,-97.75081,Entire home/apt,764,3,2,2022-11-14,359
1892933,Home in Austin · ★4.91 · 3 bedrooms · 5 beds · 1.5 baths,8597490,Sharon,78732,30.3466,-97.87423,Entire home/apt,300,2,142,2023-08-13,340
1900496,Home in Austin · 2 bedrooms · 2 beds · 2 baths,6090278,Tim,78723,30.30679,-97.69458,Entire home/apt,800,14,0,,358
1901790,Rental unit in Austin · ★4.63 · 1 bedroom · 2 beds · 1 bath,4753546,Paprika,78702,30.25408,-97.72073,Entire home/apt,110,30,40,2023-09-01,103
1913498,Home in Austin · ★4.98 · 1 bedroom · 2 beds · 1.5 baths,247600,Danielle,78702,30.27321,-97.728,Entire home/apt,169,2,43,2023-07-30,292
1919207,Home in Austin · 1 bedroom · 2 beds · 1 bath,9586902,Mathew,78745,30.21346,-97.81583,Private room,150,1,0,,0
1927188,Bungalow in Austin · ★4.67 · 2 bedrooms · 2 beds · 1 bath,9983041,Fiore,78721,30.26816,-97.68658,Entire home/apt,400,4,3,2022-10-23,364
1928538,Home in Austin · ★3.71 · 1 bedroom · 1 bed · 1 private bath,9988390,G Scott,78751,30.31923,-97.72173,Private room,70,2,7,2019-03-18,0
1929377,Home in Austin · ★4.98 · 1 bedroom · 1 bed · 1 private bath,1421618,Diana,78729,30.46288,-97.78595,Private room,52,2,54,2018-10-08,0
1934911,Guesthouse in Austin · ★4.76 · 1 bedroom · 1 bed · 1 bath,5279293,Frank And Katie,78702,30.27699,-97.70816,Entire home/apt,72,14,109,2020-07-31,0
1935282,Cottage in Austin · ★4.95 · 1 bedroom · 2 beds · 1 bath,4018268,Bradley,78702,30.28092,-97.71169,Entire home/apt,132,1,586,2023-08-27,234
1954417,Home in Austin · ★4.96 · 1 bedroom · 1 bed · 1 private bath,574394,Theresa,78723,30.31245,-97.69874,Private room,110,30,159,2023-05-08,128
1979797,Home in Austin · ★5.0 · 4 bedrooms · 6 beds · 3.5 baths,10217229,Abraham,78703,30.29158,-97.7682,Entire home/apt,520,24,5,2023-07-03,103
1990225,Rental unit in Austin · ★3.67 · 1 bedroom · 2 beds · 1 bath,890453,Vyjayanthi,78704,30.23974,-97.78969,Private room,179,2,3,2014-01-05,0
1997625,Guesthouse in Austin · ★4.85 · Studio · 1 bed · 1 bath,10293287,Ann,78705,30.29805,-97.73215,Entire home/apt,121,1,103,2023-08-06,332
2010358,Tiny home in Austin · ★4.83 · 2 beds · 1 bath,2157243,Sean,78703,30.27835,-97.76208,Entire home/apt,102,2,408,2023-09-04,155
2038344,Home in Austin · ★4.88 · 3 bedrooms · 3 beds · 2.5 baths,10457194,Tanya,78748,30.17146,-97.81726,Entire home/apt,161,1,32,2023-09-04,152
2045501,Home in Austin · ★5.0 · 3 bedrooms · 3 baths,10487205,Kirk And Linley,78702,30.25789,-97.72371,Entire home/apt,975,3,5,2019-04-06,89
2048537,Home in Austin · ★5.0 · 4 bedrooms · 4 beds · 3 baths,10500741,Molly,78703,30.27521,-97.7591,Entire home/apt,557,3,75,2023-05-15,305
2049254,Rental unit in Austin · ★4.85 · 1 bedroom · 1 bed · 1 bath,10503694,Christina,78703,30.29234,-97.75876,Entire home/apt,81,30,198,2021-06-01,0
2056845,Home in Austin · ★4.95 · 2 bedrooms · 2 beds · 2 baths,1518835,Russ,78704,30.25132,-97.75794,Entire home/apt,375,29,19,2023-03-10,314
2057533,Rental unit in Austin · ★4.67 · 1 bedroom · 1 bed · 1 bath,4952321,Jami,78704,30.2404,-97.78635,Entire home/apt,123,2,3,2015-10-12,0
2069683,Home in Austin · 4 bedrooms · 5 beds · 3.5 baths,4421862,James,78746,30.27611,-97.80369,Entire home/apt,750,1,2,2023-07-22,0
2098455,Home in Austin · ★4.82 · 2 bedrooms · 3 beds · 1 bath,5367671,Jeremy,78702,30.25748,-97.72515,Entire home/apt,166,3,122,2023-09-03,49
2104280,Home in Austin · ★4.83 · 3 bedrooms · 5 beds · 3 baths,1488733,Vacasa Texas,78704,30.2431,-97.75928,Entire home/apt,405,2,98,2023-04-11,354
2124726,Home in Austin · ★4.95 · 4 bedrooms · 7 beds · 2 baths,198626486,Courtney,78702,30.27248,-97.72275,Entire home/apt,650,3,63,2023-07-31,7
2126912,Townhouse in Austin · 3 bedrooms · 3 beds · 2.5 baths,1609994,Brennen & Sierra,78702,30.26999,-97.72963,Entire home/apt,590,2,2,2016-01-10,0
2130032,Home in Austin · ★4.54 · 2 bedrooms · 3 beds · 1 bath,10694081,James,78722,30.28296,-97.71739,Entire home/apt,149,2,72,2023-02-26,0
2138690,Home in Austin · ★4.98 · 2 bedrooms · 1 bed · 1.5 baths,1421618,Diana,78729,30.46514,-97.78487,Private room,50,2,49,2018-10-08,0
2138750,Home in Austin · ★5.0 · 6 bedrooms · 6 beds · 3.5 baths,1421618,Diana,78729,30.46291,-97.78598,Entire home/apt,385,2,18,2019-03-24,0
2139352,Home in Austin · ★4.63 · 2 bedrooms · 3 beds · 2 baths,2497240,Natasha,78702,30.2514,-97.71626,Entire home/apt,189,2,25,2023-07-04,78
2141987,Home in Austin · ★5.0 · 3 bedrooms · 3 beds · 3.5 baths,9463145,Joi,78704,30.25703,-97.7676,Entire home/apt,1500,3,3,2018-03-11,154
2149362,Home in Austin · 1 bedroom · 1 bed · 1 bath,1681866,Allyson,78745,30.20274,-97.81398,Private room,100,30,1,2018-12-30,0
2168813,Home in Austin · ★4.90 · 3 bedrooms · 3 beds · 2.5 baths,5106595,Mary,78704,30.2508,-97.7772,Entire home/apt,575,3,21,2021-07-10,358
2174970,Home in Austin · ★4.91 · 4 bedrooms · 6 beds · 2.5 baths,3820555,Justin&Becca,78702,30.26245,-97.73316,Entire home/apt,464,2,336,2023-09-04,326
2183136,Home in Austin · 4 bedrooms · 4 beds · 4 baths,750379,Teresa & Rino,78704,30.24848,-97.75533,Entire home/apt,5000,30,0,,365
2187256,Home in Austin · ★4.96 · 1 bedroom · 2 beds · 1 bath,11152728,Jon,78702,30.278,-97.70499,Private room,95,2,26,2018-05-19,0
2189688,Condo in Austin · 1 bedroom · 2 beds · 1 bath,11167488,Timothy,78702,30.25956,-97.72919,Entire home/apt,479,6,1,2015-03-23,362
2198635,Condo in Austin · ★4.91 · 2 bedrooms · 3 beds · 1.5 baths,11215879,Barton,78731,30.3499,-97.75049,Entire home/apt,199,2,77,2023-07-09,337
2200205,Guest suite in Austin · ★4.90 · 1 bedroom · 1 bed · 1 bath,6386445,Nan,78704,30.24689,-97.75171,Entire home/apt,113,3,186,2023-07-31,47
2208270,Home in Austin · ★4.97 · 2 bedrooms · 2 beds · 1 bath,11263914,David,78722,30.29395,-97.71336,Entire home/apt,146,5,187,2023-05-02,35
2223634,Home in Austin · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,80406,Dani,78704,30.24572,-97.74816,Entire home/apt,188,3,324,2023-08-22,139
2227127,Home in Austin · ★5.0 · 2 bedrooms · 3 beds · 1 bath,11365421,Jayne,78751,30.30806,-97.71621,Entire home/apt,122,2,23,2023-09-02,131
2227288,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,11366658,Atif,78746,30.25611,-97.79028,Private room,102,3,2,2014-10-15,0
2227564,Loft in Austin · 1 bedroom · 1 bed · 1 bath,11367937,Steph,78722,30.28887,-97.71731,Entire home/apt,700,2,0,,0
2231056,Guesthouse in Austin · ★4.96 · 1 bedroom · 1 bed · 1 bath,11387520,John,78704,30.24888,-97.77176,Entire home/apt,101,2,178,2020-03-12,0
2236988,Home in Austin · ★4.80 · 5 bedrooms · 7 beds · 4 baths,11421571,Curtis,78746,30.275,-97.84196,Entire home/apt,1200,3,5,2016-03-18,0
2248559,Home in Austin · ★4.93 · 4 bedrooms · 6 beds · 2 baths,487072,Greg & Amanda,78759,30.40668,-97.73347,Entire home/apt,400,45,146,2023-04-24,255
2250253,Home in Austin · 2 bedrooms · 3 beds · 1.5 baths,627048,Lisa,78756,30.32401,-97.73312,Entire home/apt,200,3,1,2016-03-22,0
2254118,Bungalow in Austin · ★5.0 · 3 bedrooms · 3 beds · 2 baths,11511343,Jayce,78723,30.29952,-97.67369,Entire home/apt,200,2,16,2023-08-21,0
2254712,Rental unit in Austin · ★4.99 · 2 bedrooms · 2 beds · 1 bath,11514096,Cynthia & Bobby,78703,30.29133,-97.76049,Entire home/apt,199,1,527,2023-08-17,313
2266768,Guesthouse in Austin · ★4.84 · 1 bedroom · 1 bed · 1 bath,1507234,Kristine,78702,30.27435,-97.72533,Entire home/apt,110,1,776,2023-09-04,19
